hcp_name,num_articles,title,authors,journal,publication_year,abstract,hcp_name_short,scraped_from
Zakaria Einbeigi,7,occurrence breast ovarian cancer woman marker brca gene mutations populationbased study western sweden,"Z Einbeigi, A Bergman, J Kindblom, A Flodin",familial cancer,2007.0,aim: this study aimed analyze occurrence breast ovarian cancer woman serves marker brca gene mutations. material methods: this population-based study included 256 women western sweden developed invasive,Z Einbeigi,gs
Zakaria Einbeigi,7,quality life women metastatic breast cancer 9 months randomization tex trial epirubicin paclitaxel wo capecitabine,"H Svensson, Z Einbeigi, H Johansson",breast cancer research,2010.0,"the aim study compare effects health-related quality life (hrqol) treatment regimens tex trial 9 month random assignment, emphasis 2- 9-months assessments. a total 287 patients randomized",Z Einbeigi,gs
Zakaria Einbeigi,7,genetic alterations associated multiple primary malignancies,"J Nyqvist, A Kovács, Z Einbeigi, P Karlsson",cancer,2021.0,"breast cancer (bc) patients frequently risk developing malignancies following treatment. although studies conducted elucidate etiology multiple primary malignancies (mpm) bc diagnosis, studies investigated previously",Z Einbeigi,gs
Zakaria Einbeigi,7,the abcb1 3435 t allele increase risk paclitaxelinduced neurotoxicity,"A ÖFvERHoLM, Z Einbeigi",oncology,2010.0,paclitaxel frequently anticancer drug considerable inter-individual variability terms drug efficiency toxicity. the reasons variability fully explained. the purpose study evaluate possible relationship paclitaxel-…,Z Einbeigi,gs
Irma Fredriksson,11,cancer pregnancy postpartum period a populationbased study,"T Andersson, A Johansson, I Fredriksson",cancer,2015.0,background the purpose study assess patterns cancer occurrence pregnancy postpartum period. methods this register‐based study data swedish multi‐generation register national cancer register,I Fredriksson,gs
Irma Fredriksson,11,cancer survival women diagnosed pregnancyassociated cancer an overview nationwide registry data sweden 19702018,"A Johansson, I Fredriksson, L Mellemkjaer",european journal of,2021.0,"background pregnancy-associated cancer (pac) increasing time countries. we provide comprehensive, population-based overview cancer survival women pac decades. methods we performed nationwide cohort study 121,382",I Fredriksson,gs
Irma Fredriksson,11,effect selective serotonin reuptake inhibitors use endocrine therapy adherence breast cancer mortality populationbased study,"A Valachis, H Garmo, J Weinman, I Fredriksson",breast cancer research,2016.0,"the purpose study investigate concomitant use selective serotonin reuptake inhibitors (ssri) tamoxifen influences risk death breast cancer, investigated association ssri use adherence oral",I Fredriksson,gs
Irma Fredriksson,11,diagnostic pathways management women pregnancyassociated breast cancer pabc evidence treatment delays following ,"A Johansson, C Weibull, I Fredriksson",breast cancer research,2019.0,"background women pregnancy-associated breast cancer (pabc), diagnosed 2 years pregnancy, poor prognosis. we compared symptoms, diagnostics, treatments, waiting times symptoms treatment initiation women",I Fredriksson,gs
Irma Fredriksson,11,low concordance biomarkers histopathological cytological material breast cancer,"G Stålhammar, G Rosin, I Fredriksson, J Bergh",,2014.0,"aims the aim study investigate primary breast cancer congruency routine clinical predictive biomarker evaluations, including er , pr k i67, obtained immunocytochemistry ( icc ) immunohistochemistry ( ihc ). methods results",I Fredriksson,gs
Irma Fredriksson,11,bleeding risk breast cancer patients concomitant administration warfarin tamoxifen a populationbased nested casecontrol study,"A Valachis, H Garmo, I Fredriksson, M Sund",the breast,2020.0,we aimed investigate concomitant use tamoxifen warfarin associated higher risk bleeding patients early estrogen‐receptor (er)‐positive breast population‐based nested case‐control study. we identified 1787 patients taking,I Fredriksson,gs
Irma Fredriksson,11,treatment patterns risk hospitalization mortality older patients triple negative breast cancer,"A Valachis, P Nyström, I Fredriksson",journal of geriatric,2021.0,"objectives to study treatment patterns, potential risk factors hospitalization year diagnosis, causes death older patients triple negative breast cancer (tnbc). materials methods we performed registry-based cohort study",I Fredriksson,gs
Irma Fredriksson,11,in modern times important breast cancer stage grade receptor subtype survival populationbased cohort study,"A Johansson, C Trewin, I Fredriksson",breast cancer,2021.0,"in breast cancer, immunohistochemistry (ihc) subtypes, grade stage, well-known independent predictors breast cancer death. given immense changes breast cancer treatment survival time, recent population-based data test",I Fredriksson,gs
Irma Fredriksson,11,variability breast cancer biomarker assessment effect oncological treatment decisions a nationwide 5year populationbased study,"B Acs, I Fredriksson, C Rönnlund, C Hagerling",cancers,2021.0,"we compared estrogen receptor (er), progesterone receptor (pr), human epidermal growth-factor receptor 2 (her2), ki67, grade scores pathology departments sweden. we investigated er her2 positivity rates affect distribution endocrine",I Fredriksson,gs
Irma Fredriksson,11,loss working years breast cancer diagnosis,"A Plym, H Bower, I Fredriksson, L Holmberg",british journal of,2018.0,"background: breast cancer negatively influence working life, unclear working years women breast cancer expect lose. methods: women diagnosed breast cancer 1997 2012 identified breast cancer data base",I Fredriksson,gs
Irma Fredriksson,11,superficial scrapings breast tumors source biobanking research purposes,"R Ma, I Fredriksson, G Karthik, G Winn",laboratory,2014.0,"breast cancer unique tumor disease terms stringent requirement predictive biomarker assessments. as recommended current international guidelines, established markers consist estrogen receptor (er), progesterone receptor, human epidermal growth",I Fredriksson,gs
Paul Holmer,20,on kierkegaard truth,P Holmer,,2012.0,"paul l. holmer (1916-2004) professor philosophy university minnesota (1946-1960) noah porter professor philosophical theology yale divinity school (1960-1987). among acomplishments, holmer significant american",P Holmer,gs
Paul Holmer,20,kierkegaard ethical theory,P Holmer,ethics,1953.0,"k ierkegaard many-sided au-thor richly variegated literature life-work. though known readers theological literature relatively long time especially karl barth european theologians cited him,",P Holmer,gs
Paul Holmer,20,kierkegaard religious propositions,P Holmer,the journal of religion,1955.0,"i kierkegaard combined lifelong pair interests: one, logical technical interest, form validity kinds discourse, philosophical, religious, poetical; other, passion mode existence correct himself, which,",P Holmer,gs
Paul Holmer,20,the use play situation aid diagnosis a case report,P Holmer,"american journal of orthopsychiatry, 1937 ",,this paper primarily attention value play technic free play situation developed child guidance clinics aid diagnosis young children. the case presented exhibits extremely interesting problems therapy indicates,P Holmer,gs
Paul Holmer,20,scientific language language religion,"P Holmer, H Holcomb",journal for the scientific study of religion,1961.0,"from philosophers theologians recent years come severe questions language religious men. the questions diverse intent; withal passage time certain dignity accrued concerns, evidenced",P Holmer,gs
Paul Holmer,20,kierkegaard logic,P Holmer,kierkegaardiana,1957.0,"kierkegaard certainly prolific thinkers nineteenth century. and bids fair influential. though numerous testimonies persuasive powers, especially religiously sympathetic readers",P Holmer,gs
Paul Holmer,20,language theology critical notes,P Holmer,harvard theological review,1965.0,"there talk religious circles condition theology. it frequently charged language longer viable; thus, reason, theologian seek contemporary idiom. furthermore, need expressed",P Holmer,gs
Paul Holmer,20,something about what makes it funny,P Holmer,soundings,1974.0,"i theory humor funny. and worse that. does theory logical fallacies fallacious? does description health healthy hypothesis humility humble? of course not, hasten say. but",P Holmer,gs
Paul Holmer,20,kierkegaard sermon,P Holmer,the journal of religion,1957.0,"kierkegaard's immense literature different things: first, offers instances kinds literature-argumentative prose, rhapsodies music, love, art, aesthetic criticism, religious discourses-and, second, literature these. in kind writing",P Holmer,gs
Paul Holmer,20,communicating faith indirectly selected sermons addresses prayers,P Holmer,,2013.0,"… not content simply teach kierkegaard famous class yale divinity school, paul holmer kierkegaard, embodying sk’s in decades ministry academia church, paul holmer’s witness remains unique superlative. holmer’s infectious",P Holmer,gs
Paul Holmer,20,philosophical criticism christology,P Holmer,the journal of religion,1954.0,"ogy matter definition moot point theological scholarship; is, nonetheless, true summaries christian faith place “kerygma” matrix sentences historical. he be-lieves jesus christ divine",P Holmer,gs
Paul Holmer,20,the uses devotional literature,P Holmer,journal of bible and religion,1954.0,"n striking aphorisms came pen pascal notes man thinking reed. though drop water suffices kill him, man, urges pascal, nobler slays him; man knows dies knows, too, advantage",P Holmer,gs
Paul Holmer,20,philosophy common life the twelfth annual knoles lectures,P Holmer,,2008.0,"'v the tully cleon knoles lectures established 1949, years dr. knoles retired'from presidency of, college. paciﬁc. during ‘his retired life lectures occasion intellectual stimulation. baccalaureate chapel talks reﬂected",P Holmer,gs
Paul Holmer,20,polanyi and being reasonable some comments review of intellect hope,P Holmer,soundings,1970.0,"paul l. holmer requisite, assume, reviewing book t reviewer understand have, therewith, s thing illuminating it. but intellect hope defiant volume essays. most authors obviou tinguished able writers",P Holmer,gs
Paul Holmer,20,studies in the military organization of the yorkist kings,P Holmer,,1977.0,"university microfilms international page 1 information to users this material produced microfilm copy original document. while advanced technological means photograph reproduce document used, quality heavily",P Holmer,gs
